full_name,date_of_birth,time_of_birth,place_of_birth,astrosage_url,accuracy_rating,data_source
Ravi Kishan,"July 17, 1969",12:00:00,Jaunpur,https://www.astrosage.com/celebrity-horoscope/ravi-kishan-horoscope.asp,Dirty Data,Unknown
Katrina Kaif,"July 16, 1983",06:40:00,Hong Kong,https://www.astrosage.com/celebrity-horoscope/katrina-kaif-horoscope.asp,Reference,765 Notable Horoscopes
Sandhya Mridul,"March 28, 1975",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/sandhya-mridul-horoscope.asp,Dirty Data,Unknown
Sharman Joshi,"April 28, 1979",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/sharman-joshi-horoscope.asp,Dirty Data,Unknown
Kangana Ranaut,"March 23, 1987",12:00:00,Bhambla Mandi,https://www.astrosage.com/celebrity-horoscope/kangana-ranaut-horoscope.asp,Dirty Data,Unknown
Rekha,"October 10, 1954",11:00:00,Madras,https://www.astrosage.com/celebrity-horoscope/rekha-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Amitabh Bachchan,"October 11, 1942",16:00:00,Allahabad,https://www.astrosage.com/celebrity-horoscope/amitabh-bachchan-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Neha Dhupia,"August 27, 1980",12:00:00,Cochin,https://www.astrosage.com/celebrity-horoscope/neha-dhupia-horoscope.asp,Dirty Data,Unknown
Manoj Kumar,"July 24, 1937",18:45:00,Abbottabad,https://www.astrosage.com/celebrity-horoscope/manoj-kumar-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Vaibhavi Merchant,"December 17, 1975",12:00:00,Chennai,https://www.astrosage.com/celebrity-horoscope/vaibhavi-merchant-horoscope.asp,Dirty Data,Dirty Data
Ashutosh Rana,"November 10, 1967",12:00:00,Gadarwara,https://www.astrosage.com/celebrity-horoscope/ashutosh-rana-horoscope.asp,Dirty Data,Unknown
Ajay Devgan,"April 02, 1969",13:32:00,Delhi,https://www.astrosage.com/celebrity-horoscope/ajay-devgan-horoscope.asp,Reference,Reference
Amrita Arora,"January 31, 1981",12:00:00,Chembur,https://www.astrosage.com/celebrity-horoscope/amrita-arora-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
A. K. Hangal,"February 01, 1917",12:00:00,Sialkot,https://www.astrosage.com/celebrity-horoscope/a-k-hangal-horoscope.asp,Dirty Data,Unknown
Manisha Koirala,"August 16, 1970",17:42:19,Kathmandu *,https://www.astrosage.com/celebrity-horoscope/manisha-koirala-horoscope.asp,Reference,300 Important Horoscopes (MK Vishwanath)
Shruti Haasan,"January 28, 1986",12:00:00,Chennai,https://www.astrosage.com/celebrity-horoscope/shruti-haasan-horoscope.asp,Dirty Data,Unknown
Payal Rohatgi,"November 09, 1985",12:00:00,Hyderabad,https://www.astrosage.com/celebrity-horoscope/payal-rohatgi-horoscope.asp,Dirty Data,Unknown
Pooja Mishra,"December 29, 1984",14:48:28,Munger Bihar,https://www.astrosage.com/celebrity-horoscope/pooja-mishra-horoscope.asp,Dirty Data,Unknown
Namitha,"May 10, 1981",12:00:00,Surat,https://www.astrosage.com/celebrity-horoscope/namitha-horoscope.asp,Dirty Data,Unknown
Natasha Rastogi,"May 14, 1962",12:00:00,New Delhi,https://www.astrosage.com/celebrity-horoscope/natasha-rastogi-horoscope.asp,Reference,Internet
Nandana Sen,"August 19, 1967",12:00:00,Calcutta,https://www.astrosage.com/celebrity-horoscope/nandana-sen-horoscope.asp,Dirty Data,Unknown
Mandira Bedi,"April 15, 1972",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/mandira-bedi-horoscope.asp,Dirty Data,Unknown
Masumeh Makhija,"October 10, 1984",12:00:00,Canadian,https://www.astrosage.com/celebrity-horoscope/masumeh-makhija-horoscope.asp,Dirty Data,Unknown
Kriti Kharbanda,"October 29, 1990",12:00:00,New Delhi,https://www.astrosage.com/celebrity-horoscope/kriti-kharbanda-horoscope.asp,Dirty Data,Dirty Data
Divya Dutta,"September 25, 1977",12:00:00,Ludhiana,https://www.astrosage.com/celebrity-horoscope/divya-dutta-horoscope.asp,Dirty Data,Unknown
Chitrashi Rawat,"November 29, 1989",12:00:00,Raipur,https://www.astrosage.com/celebrity-horoscope/chitrashi-rawat-horoscope.asp,Dirty Data,Unknown
Anu Aggarwal,"January 11, 1969",12:00:00,New Delhi,https://www.astrosage.com/celebrity-horoscope/anu-aggarwal-horoscope.asp,Dirty Data,Unknown
Priyamani,"June 04, 1984",12:00:00,Palakkad,https://www.astrosage.com/celebrity-horoscope/priyamani-horoscope.asp,Dirty Data,Unknown
Meera Chopra,"July 08, 1983",12:00:00,Delhi,https://www.astrosage.com/celebrity-horoscope/meera-chopra-horoscope.asp,Dirty Data,Unknown
Neetu Singh,"July 08, 1958",12:00:00,Chandigarh,https://www.astrosage.com/celebrity-horoscope/neetu-singh-horoscope.asp,Dirty Data,Unknown
Juhi Parmar,"December 14, 1980",12:00:00,Rajsthan,https://www.astrosage.com/celebrity-horoscope/juhi-parmar-horoscope.asp,Dirty Data,Unknown
Pooja Bedi,"May 11, 1970",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/pooja-bedi-horoscope.asp,Dirty Data,Unknown
Mahek Chahal,"February 01, 1979",12:00:00,norway,https://www.astrosage.com/celebrity-horoscope/mahek-chahal-horoscope.asp,Dirty Data,Unknown
Rajnikanth,"December 12, 1950",23:49:00,Bangalore,https://www.astrosage.com/celebrity-horoscope/rajnikanth-horoscope.asp,Accurate,Kundli Sangraha (Tendulkar)
Aamir Khan,"March 14, 1965",06:15:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/aamir-khan-horoscope.asp,Accurate,Kundli Sangraha (Tendulkar)
Abhishek Bachchan,"February 05, 1976",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/abhishek-bachchan-horoscope.asp,Reference,Lagna Phal (Garg)
Kareena Kapoor,"September 21, 1980",14:17:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/kareena-kapoor-horoscope.asp,Reference,765 Notable Horoscopes
Sanjay Dutt,"July 29, 1959",15:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/sanjay-dutt-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Rajesh Khanna,"December 29, 1942",17:45:00,Amritsar,https://www.astrosage.com/celebrity-horoscope/rajesh-khanna-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Raakhee Gulzar-1,"August 15, 1943",22:30:00,Calcutta,https://www.astrosage.com/celebrity-horoscope/raakhee-gulzar-1-horoscope.asp,Reference,765 Notable Horoscopes
Raakhee Gulzar,"August 15, 1943",23:30:00,Calcutta,https://www.astrosage.com/celebrity-horoscope/raakhee-gulzar-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Meenakshi Seshadri,"November 16, 1963",12:00:00,Dhanbad,https://www.astrosage.com/celebrity-horoscope/meenakshi-seshadri-horoscope.asp,Dirty Data,Dirty Data
Akashdeep Saighal,"October 29, 1974",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/akashdeep-saighal-horoscope.asp,Dirty Data,Unknown
Alexa Vega,"August 27, 1988",12:00:00,Miami,https://www.astrosage.com/celebrity-horoscope/alexa-vega-horoscope.asp,Dirty Data,Unknown
Kevin Hart,"July 6, 1979",10:13:00,Philadelphia,https://www.astrosage.com/celebrity-horoscope/kevin-hart-horoscope.asp,Reference,Internet
Jean Arthur,"October 17, 1900",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/jean-arthur-horoscope.asp,Dirty Data,Dirty Data
Samaire Armstrong,"October 31, 1980",12:00:00,Tokyo,https://www.astrosage.com/celebrity-horoscope/samaire-armstrong-horoscope.asp,Dirty Data,Dirty Data
Bess Armstrong,"December 11, 1953",12:00:00,Baltimore,https://www.astrosage.com/celebrity-horoscope/bess-armstrong-horoscope.asp,Dirty Data,Dirty Data
Nancy Allen,"June 24, 1950",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/nancy-allen-horoscope.asp,Dirty Data,Dirty Data
Jean Acker,"October 23, 1893",12:00:00,New Jersey,https://www.astrosage.com/celebrity-horoscope/jean-acker-horoscope.asp,Dirty Data,Dirty Data
Jillian Armenante,"July 5, 1968",12:00:00,New Jersey,https://www.astrosage.com/celebrity-horoscope/jillian-armenante-horoscope.asp,Dirty Data,Dirty Data
Laura Allen,"March 21, 1974",12:00:00,Portland,https://www.astrosage.com/celebrity-horoscope/laura-allen-horoscope.asp,Dirty Data,Dirty Data
Amy Acker,"December 5, 1976",12:00:00,Dallas,https://www.astrosage.com/celebrity-horoscope/amy-acker-horoscope.asp,Dirty Data,Dirty Data
Ashley Argota,"January 9, 1993",12:00:00,California,https://www.astrosage.com/celebrity-horoscope/ashley-argota-horoscope.asp,Dirty Data,Dirty Data
Krista Allen,"April 5, 1971",12:00:00,Ventura,https://www.astrosage.com/celebrity-horoscope/krista-allen-horoscope.asp,Dirty Data,Dirty Data
Eve Arden,"April 30, 1908",12:00:00,Los angeles,https://www.astrosage.com/celebrity-horoscope/eve-arden-horoscope.asp,Dirty Data,Dirty Data
Whitney Able,"June 2, 1982",12:00:00,Houston,https://www.astrosage.com/celebrity-horoscope/whitney-able-horoscope.asp,Dirty Data,Dirty Data
Leila Arcieri,"December 18, 1973",06:50:00,San francisco,https://www.astrosage.com/celebrity-horoscope/leila-arcieri-horoscope.asp,Reference,Internet
Donzaleigh Abernathy,"August 5, 1957",12:00:00,Montgomery,https://www.astrosage.com/celebrity-horoscope/donzaleigh-abernathy-horoscope.asp,Dirty Data,Dirty Data
Diahnne Abbott,"May 1, 1945",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/diahnne-abbott-horoscope.asp,Dirty Data,Dirty Data
Christina Applegate,"November 25, 1971",17:45:00,Hollywood,https://www.astrosage.com/celebrity-horoscope/christina-applegate-horoscope.asp,Reference,Internet
Ana Alicia,"December 12, 1956",12:00:00,Mexico City,https://www.astrosage.com/celebrity-horoscope/ana-alicia-horoscope.asp,Dirty Data,Dirty Data
Caroline Aaron,"August 7, 1952",12:00:00,Richmond,https://www.astrosage.com/celebrity-horoscope/caroline-aaron-horoscope.asp,Dirty Data,Dirty Data
Shiri Appleby,"December 7, 1978",12:00:00,Los angeles,https://www.astrosage.com/celebrity-horoscope/shiri-appleby-horoscope.asp,Dirty Data,Dirty Data
Susan Anton,"October 12, 1950",12:00:00,California,https://www.astrosage.com/celebrity-horoscope/susan-anton-horoscope.asp,Dirty Data,Dirty Data
Sasha Alexander,"May 17, 1973",12:00:00,Los angeles,https://www.astrosage.com/celebrity-horoscope/sasha-alexander-horoscope.asp,Dirty Data,Dirty Data
Daniel Kaluuya,"Febuary 24, 1989",12:00:00,London,https://www.astrosage.com/celebrity-horoscope/daniel-kaluuya-horoscope.asp,Dirty Data,Dirty Data
Maisie Williams,"April 15, 1997",12:00:00,Bristol,https://www.astrosage.com/celebrity-horoscope/maisie-williams-horoscope.asp,Dirty Data,Dirty Data
Sophie Turner,"Febuary 21, 1996",12:00:00,Northampton,https://www.astrosage.com/celebrity-horoscope/sophie-turner-horoscope.asp,Dirty Data,Dirty Data
Lorde,"November 7, 1996",10:00:00,Auckland,https://www.astrosage.com/celebrity-horoscope/lorde-horoscope.asp,Reference,Internet
Jessica Williams,"July 31, 1989",12:00:00,Los angeles,https://www.astrosage.com/celebrity-horoscope/jessica-williams-horoscope.asp,Dirty Data,Dirty Data
Aulii Cravalho,"November 22, 2000",12:00:00,Hawaii,https://www.astrosage.com/celebrity-horoscope/aulii-cravalho-horoscope.asp,Dirty Data,Dirty Data
Caleb Landry Jones,"December 7, 1989",12:00:00,Garland,https://www.astrosage.com/celebrity-horoscope/caleb-landry-jones-horoscope.asp,Dirty Data,Dirty Data
Letitia Wright,"October 31, 1993",12:00:00,Georgetown,https://www.astrosage.com/celebrity-horoscope/letitia-wright-horoscope.asp,Dirty Data,Dirty Data
Cameron Monaghan,"August 16, 1993",12:00:00,California,https://www.astrosage.com/celebrity-horoscope/cameron-monaghan-horoscope.asp,Dirty Data,Dirty Data
Finn Wolfhard,"December 23, 2002",23:30:00,Vancouver,https://www.astrosage.com/celebrity-horoscope/finn-wolfhard-horoscope.asp,Reference,Internet
Yara Shahidi,"Febuary 10, 2000",02:00:00,Minneapolis,https://www.astrosage.com/celebrity-horoscope/yara-shahidi-horoscope.asp,Reference,Internet
Rachel Brosnahan,"July 12, 1990",12:00:00,Milwaukee,https://www.astrosage.com/celebrity-horoscope/rachel-brosnahan-horoscope.asp,Dirty Data,Dirty Data
Jon Bernthal,"September 20, 1976",12:00:00,Washington D.C.,https://www.astrosage.com/celebrity-horoscope/jon-bernthal-horoscope.asp,Dirty Data,Dirty Data
Samuel L. Jackson,"December 21, 1948",12:00:00,Washington D.C.,https://www.astrosage.com/celebrity-horoscope/samuel-l-jackson-horoscope.asp,Dirty Data,Dirty Data
Ryan Gosling,"November 12, 1980",14:34:00,London,https://www.astrosage.com/celebrity-horoscope/ryan-gosling-horoscope.asp,Reference,Internet
Domhnall Gleeson,"May 12, 1983",12:00:00,Dublin,https://www.astrosage.com/celebrity-horoscope/domhnall-gleeson-horoscope.asp,Dirty Data,Dirty Data
Mackenzie Davis,"April 1, 1987",12:00:00,Vancouver,https://www.astrosage.com/celebrity-horoscope/mackenzie-davis-horoscope.asp,Dirty Data,Dirty Data
Daisy Ridley,"April 10, 1992",12:00:00,London,https://www.astrosage.com/celebrity-horoscope/daisy-ridley-horoscope.asp,Dirty Data,Dirty Data
Lakeith Stanfield,"August 12, 1991",10:07:00,San bernardino,https://www.astrosage.com/celebrity-horoscope/lakeith-stanfield-horoscope.asp,Reference,Internet
Rose Leslie,"Febuary 9, 1987",12:00:00,Aberdeen,https://www.astrosage.com/celebrity-horoscope/rose-leslie-horoscope.asp,Dirty Data,Dirty Data
Thandie Newton,"November 6, 1972",12:00:00,London,https://www.astrosage.com/celebrity-horoscope/thandie-newton-horoscope.asp,Dirty Data,Dirty Data
Jeremy Renner,"January 7, 1971",11:06:00,California,https://www.astrosage.com/celebrity-horoscope/jeremy-renner-horoscope.asp,Reference,Internet
Timothee Chalamet,"December 27, 1995",21:16:00,New york,https://www.astrosage.com/celebrity-horoscope/timothee-chalamet-horoscope.asp,Reference,Internet
Jesse Plemons,"April 2, 1988",12:00:00,Dallas,https://www.astrosage.com/celebrity-horoscope/jesse-plemons-horoscope.asp,Dirty Data,Dirty Data
Shailene Woodley,"November 15, 1991",21:06:00,San bernardino,https://www.astrosage.com/celebrity-horoscope/shailene-woodley-horoscope.asp,Reference,Internet
Tye Sheridan,"November 11, 1996",12:00:00,Texas,https://www.astrosage.com/celebrity-horoscope/tye-sheridan-horoscope.asp,Dirty Data,Dirty Data
Laura Dern,"Febuary 10, 1967",07:48:00,California,https://www.astrosage.com/celebrity-horoscope/laura-dern-horoscope.asp,Reference,Internet
Kate Mckinnon,"January 6, 1984",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/kate-mckinnon-horoscope.asp,Dirty Data,Dirty Data
Aubrey Plaza,"June 26, 1984",12:00:00,Delaware,https://www.astrosage.com/celebrity-horoscope/aubrey-plaza-horoscope.asp,Dirty Data,Dirty Data
Zac Efron,"October 18, 1987",13:22:00,California,https://www.astrosage.com/celebrity-horoscope/zac-efron-horoscope.asp,Reference,Internet
Tom Hiddleston,"Febuary 9, 1981",12:00:00,London,https://www.astrosage.com/celebrity-horoscope/tom-hiddleston-horoscope.asp,Dirty Data,Dirty Data
Robin Wright,"April 8, 1966",12:00:00,Dallas,https://www.astrosage.com/celebrity-horoscope/robin-wright-horoscope.asp,Dirty Data,Dirty Data
Hailee Steinfeld,"December 11, 1996",17:26:00,California,https://www.astrosage.com/celebrity-horoscope/hailee-steinfeld-horoscope.asp,Reference,Internet
Chris Pine,"August 26, 1980",08:25:00,California,https://www.astrosage.com/celebrity-horoscope/chris-pine-horoscope.asp,Reference,Internet
Betty Aberlin,"December 30, 1942",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/betty-aberlin-horoscope.asp,Dirty Data,Dirty Data
Bruce Wayne,"February 27, 1958",20:00:00,"73 W 51, 42 N 13",https://www.astrosage.com/celebrity-horoscope/bruce-wayne-horoscope.asp,Dirty Data,Dirty Data
Monique Evans,"July 05, 1956",20:39:59,Rio de Janeiro,https://www.astrosage.com/celebrity-horoscope/monique-evans-horoscope.asp,Dirty Data,Dirty Data
Politician,"February 13, 1896",14:00:00,"81 W 34, 40 N 24",https://www.astrosage.com/celebrity-horoscope/politician-horoscope.asp,,Unknown
Subhas Chandra Bose,"January 23, 1897",12:15:41,Cuttack,https://www.astrosage.com/celebrity-horoscope/subhas-chandra-bose-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Subhash Chandra Bose,"January 23, 1897",12:15:41,Cuttack,https://www.astrosage.com/celebrity-horoscope/subhash-chandra-bose-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Steve Jobs,"February 24, 1955",19:15:00,San Francisco CA,https://www.astrosage.com/celebrity-horoscope/steve-jobs-horoscope.asp,Reference,Web
About Chandrababu Naidu/ Who is Chandrababu Naidu ?,"April 27, 1951",06:30:00,Hyderabad,https://www.astrosage.com/celebrity-horoscope/chandrababu-naidu-horoscope.asp,Dirty Data,Dirty Data
About S. Jaipal Reddy/ Who is S. Jaipal Reddy ?,"January 16, 1942",12:00:00,Madgul,https://www.astrosage.com/celebrity-horoscope/s-jaipal-reddy-horoscope.asp,Dirty Data,Dirty Data
About Sharad Yadav/ Who is Sharad Yadav ?,"July 1, 1947",12:00:00,Narmadapuram,https://www.astrosage.com/celebrity-horoscope/sharad-yadav-horoscope.asp,Dirty Data,Dirty Data
About N.d.tiwari/ Who is N.d.tiwari ?,"October 18, 1925",05:00:00,Nainital,https://www.astrosage.com/celebrity-horoscope/ndtiwari-horoscope.asp,Dirty Data,Dirty Data
About Tirath Singh Rawat/ Who is Tirath Singh Rawat ?,"April 9, 1964",12:00:00,Garhwal,https://www.astrosage.com/celebrity-horoscope/tirath-singh-rawat-horoscope.asp,Dirty Data,Dirty Data
About Ajay Bhatt/ Who is Ajay Bhatt ?,"May 1, 1961",12:00:00,Ranikhet,https://www.astrosage.com/celebrity-horoscope/ajay-bhatt-horoscope.asp,Dirty Data,Dirty Data
About Satpal Maharaj/ Who is Satpal Maharaj ?,"September 21, 1951",12:00:00,"Kankhal, Haridwar",https://www.astrosage.com/celebrity-horoscope/satpal-maharaj-horoscope.asp,Dirty Data,Dirty Data
About Dhan Singh Rawat/ Who is Dhan Singh Rawat ?,"November 7, 1972",12:00:00,Pauri Garhwal,https://www.astrosage.com/celebrity-horoscope/dhan-singh-rawat-horoscope.asp,Dirty Data,Dirty Data
Innocent Vincent,"March 4, 1948",12:00:00,Irinjalakkuda,https://www.astrosage.com/celebrity-horoscope/innocent-vincent-horoscope.asp,Dirty Data,Dirty Data
Anubhav Mohanty,"December 24, 1981",12:00:00,Cuttack,https://www.astrosage.com/celebrity-horoscope/anubhav-mohanty-horoscope.asp,Dirty Data,Dirty Data
Sanjay Raut,"November 15, 1961",12:00:00,Alibagh,https://www.astrosage.com/celebrity-horoscope/sanjay-raut-horoscope.asp,Dirty Data,Dirty Data
Hemant Soren,"August 10, 1975",12:00:00,Ramgarh,https://www.astrosage.com/celebrity-horoscope/hemant-soren-horoscope.asp,Dirty Data,Dirty Data
Uddhav Thackeray,"July 27, 1960",10:14:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/uddhav-thackeray-horoscope.asp,Reference,Reference
Arun Jaitley,"December 28, 1952",12:00:00,New Delhi,https://www.astrosage.com/celebrity-horoscope/arun-jaitley-horoscope.asp,Dirty Data,Unknown
Sheila Dikshit,"March 31, 1938",13:20:00,Kapurthala,https://www.astrosage.com/celebrity-horoscope/sheila-dikshit-horoscope.asp,Reference,765 Notable Horoscopes
Sushma Swaraj,"Febuary 14, 1952",04:15:00,Ambala,https://www.astrosage.com/celebrity-horoscope/sushma-swaraj-horoscope.asp,Reference,Lagna Phal (Garg)
Boris Johnson,"June 19, 1964",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/boris-johnson-horoscope.asp,Dirty Data,Dirty Data
Amit Shah,"October 22, 1964",05:25:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/amit-shah-horoscope.asp,Reference,Internet
Pragya Singh Thakur,"February 02, 1970",00:00:00,Bhind,https://www.astrosage.com/celebrity-horoscope/pragya-singh-thakur-horoscope.asp,Reference,Reference
Priyanka Vadra,"January 12, 1972",17:05:00,Delhi,https://www.astrosage.com/celebrity-horoscope/priyanka-vadra-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Priyanka Gandhi,"January 12, 1972",17:05:00,Delhi,https://www.astrosage.com/celebrity-horoscope/priyanka-gandhi-horoscope.asp,Reference,765 Notable Horoscopes
Rahul Gandhi,"June 18, 1970",21:52:00,Delhi,https://www.astrosage.com/celebrity-horoscope/rahul-gandhi-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Narendra Modi,"September 17, 1950",11:00:00,Mehsana,https://www.astrosage.com/celebrity-horoscope/narendra-modi-horoscope.asp,Reference,Lagna Phal (Garg)
Dr. Subramaniam Swamy,"September 15, 1939",04:30:00,Chennai,https://www.astrosage.com/celebrity-horoscope/dr-subramaniam-swamy-horoscope.asp,Dirty Data,Unknown
Vallabhbhai Patel,"October 31, 1875",19:23:32,Nadiad,https://www.astrosage.com/celebrity-horoscope/vallabhbhai-patel-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Arvind Kejriwal,"August 16, 1968",00:30:00,Siwani,https://www.astrosage.com/celebrity-horoscope/arvind-kejriwal-horoscope.asp,Reference,Internet
Bhayyuji Maharaj,"April 29, 1968",20:28:00,Shujalpur,https://www.astrosage.com/celebrity-horoscope/bhayyuji-maharaj-horoscope.asp,Reference,Internet
A. P. J. Abdul Kalam,"October 15, 1931",01:15:00,Rameswaram,https://www.astrosage.com/celebrity-horoscope/a-p-j-abdul-kalam-horoscope.asp,Reference,765 Notable Horoscopes
Atal Bihari Vajpayee,"December 25, 1924",05:45:00,Gwalior (MP),https://www.astrosage.com/celebrity-horoscope/atal-bihari-vajpayee-horoscope.asp,Accurate,The Times Select Horoscopes
Digvijay Singh,"September 08, 1950",13:50:00,Madhya Pradesh,https://www.astrosage.com/celebrity-horoscope/digvijay-singh-horoscope.asp,Reference,765 Notable Horoscopes
Lalu Prasad Yadav,"June 11, 1948",03:07:00,Gopalganj,https://www.astrosage.com/celebrity-horoscope/lalu-prasad-yadav-horoscope.asp,Reference,765 Notable Horoscopes
Jai Ram Thakur,"January 06, 1965",00:00:00,Mandi,https://www.astrosage.com/celebrity-horoscope/jai-ram-thakur-horoscope.asp,Reference,Internet
Vijay Rupani,"August 02, 1956",00:00:00,Yangon,https://www.astrosage.com/celebrity-horoscope/vijay-rupani-horoscope.asp,Reference,Web
Jignesh Mevani,"December 11, 1982",00:00:00,Ahmedabad,https://www.astrosage.com/celebrity-horoscope/jignesh-mevani-horoscope.asp,Reference,Web
Ram Nath Kovind,"September 05, 1946",19:40:00,"Derapur, Kanpur Dehat, UP",https://www.astrosage.com/celebrity-horoscope/ram-nath-kovind-horoscope.asp,Reference,Web
Jyoti Basu,"July 08, 1914",11:00:00,Calcutta,https://www.astrosage.com/celebrity-horoscope/jyoti-basu-horoscope.asp,Accurate,The Times Select Horoscopes
Surendra Singh Baghel,"March 17, 1977",12:00:00,Baroda,https://www.astrosage.com/celebrity-horoscope/surendra-singh-baghel-horoscope.asp,Dirty Data,Unknown
S. P. Singh Baghel,"June 21, 1960",12:00:00,Etawah,https://www.astrosage.com/celebrity-horoscope/s-p-singh-baghel-horoscope.asp,Dirty Data,Unknown
Raja Ram Pal,"November 20, 1960",12:00:00,Kanpur,https://www.astrosage.com/celebrity-horoscope/raja-ram-pal-horoscope.asp,Dirty Data,Unknown
Sarika Singh Baghel,"August 09, 1980",12:00:00,Etawah,https://www.astrosage.com/celebrity-horoscope/sarika-singh-baghel-horoscope.asp,Dirty Data,Unknown
Akhilesh Yadav,"July 01, 1973",12:00:00,Saifai,https://www.astrosage.com/celebrity-horoscope/akhilesh-yadav-horoscope.asp,Dirty Data,Unknown
Manmohan Singh,"September 26, 1932",14:00:00,Jhelum,https://www.astrosage.com/celebrity-horoscope/manmohan-singh-horoscope.asp,Accurate,The Times Select Horoscopes
Sonia Gandhi,"December 09, 1946",21:30:00,Turin,https://www.astrosage.com/celebrity-horoscope/sonia-gandhi-horoscope.asp,Reference,Lagna Phal (Garg)
Rahul Gandhi-1,"June 19, 1970",05:50:00,Delhi,https://www.astrosage.com/celebrity-horoscope/rahul-gandhi-1-horoscope.asp,Reference,765 Notable Horoscopes
Anna Hazare,"June 15, 1937",00:08:36,Bhingar,https://www.astrosage.com/celebrity-horoscope/anna-hazare-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Mamata Banerjee,"January 05, 1955",12:00:00,Calcutta,https://www.astrosage.com/celebrity-horoscope/mamata-banerjee-horoscope.asp,Dirty Data,Unknown
Harish Rawat,"April 27, 1947",12:00:00,Mohanari,https://www.astrosage.com/celebrity-horoscope/harish-rawat-horoscope.asp,Dirty Data,Unknown
Kalvakuntla Chandrashekar Rao,"February 17, 1954",12:00:00,Siddipet,https://www.astrosage.com/celebrity-horoscope/kalvakuntla-chandrashekar-rao-horoscope.asp,Dirty Data,Unknown
Jayalalithaa Jayaram,"February 24, 1948",14:40:00,Mysore,https://www.astrosage.com/celebrity-horoscope/jayalalithaa-jayaram-horoscope.asp,Reference,Lagna Phal (Garg)
Pawan Kumar Chamling,"September 22, 1950",12:00:00,Yangang,https://www.astrosage.com/celebrity-horoscope/pawan-kumar-chamling-horoscope.asp,Dirty Data,Unknown
Vasundhara Raje,"March 08, 1953",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/vasundhara-raje-horoscope.asp,Dirty Data,Unknown
Parkash Singh Badal,"December 08, 1927",12:00:00,Abul Kurana,https://www.astrosage.com/celebrity-horoscope/parkash-singh-badal-horoscope.asp,Dirty Data,Unknown
N. Rangaswamy,"August 04, 1950",12:00:00,Pondicherry,https://www.astrosage.com/celebrity-horoscope/n-rangaswamy-horoscope.asp,Dirty Data,Unknown
Naveen Patnaik,"October 16, 1946",17:30:00,Cuttack,https://www.astrosage.com/celebrity-horoscope/naveen-patnaik-horoscope.asp,Reference,765 Notable Horoscopes
T. R. Zeliang,"February 21, 1952",12:00:00,"Peren, Kohima",https://www.astrosage.com/celebrity-horoscope/t-r-zeliang-horoscope.asp,Dirty Data,Unknown
Lal Thanhawla,"May 19, 1942",12:00:00,Durtlang,https://www.astrosage.com/celebrity-horoscope/lal-thanhawla-horoscope.asp,Dirty Data,Unknown
Okram Ibobi Singh,"June 19, 1948",12:00:00,Athokpam Makha Leikai,https://www.astrosage.com/celebrity-horoscope/okram-ibobi-singh-horoscope.asp,Dirty Data,Unknown
Raghubar Das,"May 03, 1955",12:00:00,Jamshedpur,https://www.astrosage.com/celebrity-horoscope/raghubar-das-horoscope.asp,Dirty Data,Unknown
Mufti Mohammad Sayeed,"January 12, 1936",12:00:00,Bijbiara,https://www.astrosage.com/celebrity-horoscope/mufti-mohammad-sayeed-horoscope.asp,Dirty Data,Unknown
Manohar Lal Khattar,"May 05, 1954",12:00:00,"Maham, Rohtak",https://www.astrosage.com/celebrity-horoscope/manohar-lal-khattar-horoscope.asp,Dirty Data,Unknown
Anandiben Patel,"November 21, 1941",12:00:00,"Kharod, Mehsana",https://www.astrosage.com/celebrity-horoscope/anandiben-patel-horoscope.asp,Dirty Data,Unknown
